LAND_USE,SOIL_TYPE,PROXIMITY_TO_FOREST,PROXIMITY_TO_RIVER,SLOPE,ELEVATION,STREET_DENSITY,Flood
Greenland,T,High,High,High,High,High,0.4755542335375
Greenland,T,High,High,High,High,High,0.4755542335375
Greenland,T,High,High,High,High,High,0.4755542335375
Greenland,T,High,High,High,High,High,0.4755542335375
Greenland,T,High,High,High,High,High,0.4755542335375
Greenland,T,High,High,High,High,High,0.4755542335375
Greenland,T,High,High,High,High,High,0.4755542335375
Greenland,T,High,High,High,High,High,0.4755542335375
Greenland,T,High,High,High,High,High,0.4755542335375
Greenland,T,High,High,High,High,High,0.4755542335375
Greenland,T,High,High,High,High,High,0.4755542335375
Greenland,T,High,High,High,High,High,0.4755542335375
Greenland,T,High,High,High,High,High,0.4755542335375
Greenland,T,High,High,High,High,High,0.4755542335375
Greenland,T,High,High,High,High,High,0.4755542335375
Greenland,T,High,High,High,High,High,0.4755542335375
Greenland,T,High,High,High,High,High,0.4755542335375
Greenland,T,High,High,High,High,High,0.4755542335375
Greenland,T,High,High,High,High,High,0.4755542335375
Greenland,T,High,High,High,High,High,0.4755542335375
Greenland,T,High,High,High,High,High,0.4755542335375
Greenland,T,High,High,High,High,High,0.4755542335375
Greenland,T,High,High,High,High,High,0.4755542335375
Greenland,T,High,High,High,High,High,0.4755542335375
Greenland,T,High,High,High,High,High,0.4755542335375
Greenland,T,High,High,High,High,High,0.4755542335375
Greenland,T,High,High,High,High,High,0.4755542335375
Greenland,T,High,High,High,High,High,0.4755542335375
Greenland,T,High,High,High,High,High,0.4755542335375
Greenland,T,High,High,High,High,High,0.4755542335375
Greenland,T,High,High,High,High,High,0.4755542335375
Greenland,T,High,High,High,High,High,0.4755542335375
Greenland,T,High,High,High,High,High,0.4755542335375
Greenland,T,High,High,High,High,High,0.4755542335375
Greenland,T,High,High,High,High,High,0.4755542335375
Greenland,T,High,High,High,High,High,0.4755542335375
Greenland,T,High,High,High,High,High,0.4755542335375
Greenland,T,High,High,High,High,High,0.4755542335375
Greenland,T,High,High,High,High,High,0.4755542335375
Greenland,T,High,High,High,High,High,0.4755542335375
Greenland,T,High,High,High,High,High,0.4755542335375
Greenland,T,High,High,High,High,High,0.4755542335375
Greenland,T,High,High,High,High,High,0.4755542335375
Greenland,T,High,High,High,High,High,0.4755542335375
Greenland,T,High,High,High,High,High,0.4755542335375
Greenland,T,High,High,High,High,High,0.4755542335375
Greenland,T,High,High,High,High,High,0.4755542335375
Greenland,T,High,High,High,High,High,0.4755542335375
Greenland,T,High,High,High,High,High,0.4755542335375
Greenland,Unknown,Medium,High,High,High,High,0.469064515625
Greenland,L,Medium,High,High,High,High,0.46706824375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,High,0.463966344375
Greenland,T,Medium,High,High,High,Medium,0.46313863800625
Greenland,T,Medium,High,High,High,Medium,0.46313863800625
Greenland,T,Medium,High,High,High,Medium,0.46313863800625
